team,year,won,lost,tied,notes,scorecard_name
Air_Force,2023,9,4,NA,,United States Air Force Academy
Air_Force,2022,10,3,NA,,United States Air Force Academy
Air_Force,2021,10,3,NA,,United States Air Force Academy
Air_Force,2020,3,3,NA,,United States Air Force Academy
Air_Force,2019,11,2,NA,,United States Air Force Academy
Air_Force,2018,5,7,NA,,United States Air Force Academy
Air_Force,2017,5,7,NA,,United States Air Force Academy
Air_Force,2016,10,3,NA,,United States Air Force Academy
Air_Force,2015,8,6,NA,,United States Air Force Academy
Air_Force,2014,10,3,NA,,United States Air Force Academy
Air_Force,2013,2,10,NA,,United States Air Force Academy
Air_Force,2012,6,7,NA,,United States Air Force Academy
Air_Force,2011,7,6,NA,,United States Air Force Academy
Air_Force,2010,9,4,NA,,United States Air Force Academy
Air_Force,2009,8,5,NA,,United States Air Force Academy
Air_Force,2008,8,5,NA,,United States Air Force Academy
Air_Force,2007,9,4,NA,,United States Air Force Academy
Air_Force,2006,4,8,NA,,United States Air Force Academy
Air_Force,2005,4,7,NA,,United States Air Force Academy
Air_Force,2004,5,6,NA,,United States Air Force Academy
Air_Force,2003,7,5,NA,,United States Air Force Academy
Air_Force,2002,8,5,NA,,United States Air Force Academy
Air_Force,2001,6,6,NA,,United States Air Force Academy
Air_Force,2000,9,3,NA,,United States Air Force Academy
Air_Force,1999,6,5,NA,,United States Air Force Academy
Air_Force,1998,12,1,NA,,United States Air Force Academy
Air_Force,1997,10,3,NA,,United States Air Force Academy
Air_Force,1996,6,5,NA,,United States Air Force Academy
Air_Force,1995,8,5,NA,,United States Air Force Academy
Air_Force,1994,8,4,NA,,United States Air Force Academy
Air_Force,1993,4,8,NA,,United States Air Force Academy
Air_Force,1992,7,5,NA,,United States Air Force Academy
Air_Force,1991,10,3,NA,,United States Air Force Academy
Air_Force,1990,7,5,NA,,United States Air Force Academy
Air_Force,1989,8,4,1,,United States Air Force Academy
Air_Force,1988,5,7,NA,,United States Air Force Academy
Air_Force,1987,9,4,NA,,United States Air Force Academy
Air_Force,1986,6,5,NA,,United States Air Force Academy
Air_Force,1985,12,1,NA,,United States Air Force Academy
Air_Force,1984,8,4,NA,,United States Air Force Academy
Air_Force,1983,10,2,NA,,United States Air Force Academy
Air_Force,1982,8,5,NA,,United States Air Force Academy
Air_Force,1981,4,7,NA,,United States Air Force Academy
Air_Force,1980,2,9,1,,United States Air Force Academy
Air_Force,1979,2,9,NA,,United States Air Force Academy
Air_Force,1978,3,8,NA,,United States Air Force Academy
Air_Force,1977,2,8,1,,United States Air Force Academy
Air_Force,1976,4,7,NA,,United States Air Force Academy
Air_Force,1975,2,8,1,,United States Air Force Academy
Air_Force,1974,2,9,NA,,United States Air Force Academy
Air_Force,1973,6,4,NA,,United States Air Force Academy
Air_Force,1972,6,4,NA,,United States Air Force Academy
Air_Force,1971,6,4,NA,,United States Air Force Academy
Air_Force,1970,9,3,NA,,United States Air Force Academy
Air_Force,1969,6,4,NA,,United States Air Force Academy
Air_Force,1968,7,3,NA,,United States Air Force Academy
Air_Force,1967,2,6,2,,United States Air Force Academy
Air_Force,1966,4,6,NA,,United States Air Force Academy
Air_Force,1965,3,6,1,,United States Air Force Academy
Air_Force,1964,4,5,1,,United States Air Force Academy
Air_Force,1963,7,4,NA,,United States Air Force Academy
Air_Force,1962,5,5,NA,,United States Air Force Academy
Air_Force,1961,3,7,NA,,United States Air Force Academy
Air_Force,1960,4,6,NA,,United States Air Force Academy
Air_Force,1959,5,4,1,,United States Air Force Academy
Air_Force,1958,9,0,2,,United States Air Force Academy
Air_Force,1957,3,6,1,,United States Air Force Academy
Air_Force,1956,6,2,1,,United States Air Force Academy
Akron,2023,2,10,NA,,University of Akron Main Campus
Akron,2022,2,10,NA,,University of Akron Main Campus
Akron,2021,2,10,NA,,University of Akron Main Campus
Akron,2020,1,5,NA,,University of Akron Main Campus
Akron,2019,0,12,NA,,University of Akron Main Campus
Akron,2018,4,8,NA,,University of Akron Main Campus
Akron,2017,7,7,NA,,University of Akron Main Campus
Akron,2016,5,7,NA,,University of Akron Main Campus
Akron,2015,8,5,NA,,University of Akron Main Campus
Akron,2014,5,7,NA,,University of Akron Main Campus
Akron,2013,5,7,NA,,University of Akron Main Campus
Akron,2012,1,11,NA,,University of Akron Main Campus
Akron,2011,1,11,NA,,University of Akron Main Campus
Akron,2010,1,11,NA,,University of Akron Main Campus
Akron,2009,3,9,NA,,University of Akron Main Campus
Akron,2008,5,7,NA,,University of Akron Main Campus
Akron,2007,4,8,NA,,University of Akron Main Campus
Akron,2006,5,7,NA,,University of Akron Main Campus
Akron,2005,7,6,NA,,University of Akron Main Campus
Akron,2004,6,5,NA,,University of Akron Main Campus
Akron,2003,7,5,NA,,University of Akron Main Campus
Akron,2002,4,8,NA,,University of Akron Main Campus
Akron,2001,4,7,NA,,University of Akron Main Campus
Akron,2000,6,5,NA,,University of Akron Main Campus
Akron,1999,7,4,NA,,University of Akron Main Campus
Akron,1998,4,8,NA,,University of Akron Main Campus
Akron,1997,2,9,NA,,University of Akron Main Campus
Akron,1996,4,7,NA,,University of Akron Main Campus
Akron,1995,2,9,NA,,University of Akron Main Campus
Akron,1994,1,10,NA,,University of Akron Main Campus
Akron,1993,5,6,NA,,University of Akron Main Campus
Akron,1992,7,3,1,,University of Akron Main Campus
Akron,1991,5,6,NA,,University of Akron Main Campus
Akron,1990,3,7,1,,University of Akron Main Campus
Akron,1989,6,4,1,,University of Akron Main Campus
Akron,1988,5,6,NA,,University of Akron Main Campus
Akron,1987,4,7,NA,,University of Akron Main Campus
Akron,1986,7,4,NA,,University of Akron Main Campus
Akron,1985,8,4,NA,,University of Akron Main Campus
Akron,1984,4,7,NA,,University of Akron Main Campus
Akron,1983,8,3,NA,,University of Akron Main Campus
Akron,1982,6,5,NA,,University of Akron Main Campus
Akron,1981,5,5,NA,,University of Akron Main Campus
Akron,1980,3,7,1,,University of Akron Main Campus
Akron,1979,6,5,NA,,University of Akron Main Campus
Akron,1978,6,5,NA,,University of Akron Main Campus
Akron,1977,6,4,1,,University of Akron Main Campus
Akron,1976,10,3,NA,,University of Akron Main Campus
Akron,1975,7,4,NA,,University of Akron Main Campus
Akron,1974,5,5,NA,,University of Akron Main Campus
Akron,1973,6,5,NA,,University of Akron Main Campus
Akron,1972,3,4,2,,University of Akron Main Campus
Akron,1971,8,2,NA,,University of Akron Main Campus
Akron,1970,7,3,NA,,University of Akron Main Campus
Akron,1969,9,1,NA,,University of Akron Main Campus
Akron,1968,7,3,1,,University of Akron Main Campus
Akron,1967,4,4,1,,University of Akron Main Campus
Akron,1966,6,3,NA,,University of Akron Main Campus
Akron,1965,5,3,1,,University of Akron Main Campus
Akron,1964,6,3,NA,,University of Akron Main Campus
Akron,1963,6,3,NA,,University of Akron Main Campus
Akron,1962,7,2,NA,,University of Akron Main Campus
Akron,1961,6,2,NA,,University of Akron Main Campus
Akron,1960,1,8,NA,,University of Akron Main Campus
Akron,1959,4,5,NA,,University of Akron Main Campus
Akron,1958,6,2,1,,University of Akron Main Campus
Akron,1957,7,1,1,,University of Akron Main Campus
Akron,1956,3,5,1,,University of Akron Main Campus
Akron,1955,6,2,NA,,University of Akron Main Campus
Akron,1954,3,5,NA,,University of Akron Main Campus
Akron,1953,6,3,NA,,University of Akron Main Campus
Akron,1952,2,6,1,,University of Akron Main Campus
Akron,1951,1,8,NA,,University of Akron Main Campus
Akron,1950,2,7,NA,,University of Akron Main Campus
Akron,1949,2,6,1,,University of Akron Main Campus
Akron,1948,2,6,NA,,University of Akron Main Campus
Akron,1947,2,6,NA,,University of Akron Main Campus
Akron,1946,5,4,NA,,University of Akron Main Campus
Akron,1942,0,7,2,,University of Akron Main Campus
Akron,1941,5,3,1,,University of Akron Main Campus
Akron,1940,2,5,2,,University of Akron Main Campus
Akron,1939,5,4,NA,,University of Akron Main Campus
Akron,1938,6,3,NA,,University of Akron Main Campus
Akron,1937,7,2,NA,,University of Akron Main Campus
Akron,1936,6,2,1,,University of Akron Main Campus
Akron,1935,6,3,NA,,University of Akron Main Campus
Akron,1934,3,4,1,,University of Akron Main Campus
Akron,1933,5,3,1,,University of Akron Main Campus
Akron,1932,2,4,3,,University of Akron Main Campus
Akron,1931,1,7,NA,,University of Akron Main Campus
Akron,1930,7,1,NA,,University of Akron Main Campus
Akron,1929,9,1,NA,,University of Akron Main Campus
Akron,1928,4,4,NA,,University of Akron Main Campus
Akron,1927,5,3,NA,,University of Akron Main Campus
Akron,1926,5,2,2,,University of Akron Main Campus
Akron,1925,1,7,NA,,University of Akron Main Campus
Akron,1924,5,3,NA,,University of Akron Main Campus
Akron,1923,4,3,1,,University of Akron Main Campus
Akron,1922,5,3,NA,,University of Akron Main Campus
Akron,1921,5,3,NA,,University of Akron Main Campus
Akron,1920,4,4,NA,,University of Akron Main Campus
Akron,1919,6,1,1,,University of Akron Main Campus
Akron,1918,2,2,1,,University of Akron Main Campus
Akron,1917,5,3,NA,,University of Akron Main Campus
Akron,1916,2,7,NA,,University of Akron Main Campus
Akron,1915,1,7,1,,University of Akron Main Campus
Akron,1914,4,4,1,,University of Akron Main Campus
Akron,1913,3,4,NA,,University of Akron Main Campus
Akron,1912,5,2,1,,University of Akron Main Campus
Akron,1911,3,4,1,,University of Akron Main Campus
Akron,1910,7,2,NA,,University of Akron Main Campus
Akron,1909,4,4,NA,,University of Akron Main Campus
Akron,1908,3,4,NA,,University of Akron Main Campus
Akron,1903,0,2,NA,,University of Akron Main Campus
Akron,1902,2,5,NA,,University of Akron Main Campus
Akron,1900,2,3,1,,University of Akron Main Campus
Akron,1899,2,1,NA,,University of Akron Main Campus
Akron,1896,0,1,NA,,University of Akron Main Campus
Akron,1895,3,2,NA,,University of Akron Main Campus
Akron,1894,1,0,NA,,University of Akron Main Campus
Akron,1893,5,2,NA,,University of Akron Main Campus
Akron,1892,3,4,NA,,University of Akron Main Campus
Akron,1891,1,3,NA,,University of Akron Main Campus
Alabama,2023,12,2,NA,,The University of Alabama
Alabama,2022,11,2,NA,,The University of Alabama
Alabama,2021,13,2,NA,,The University of Alabama
Alabama,2020,13,0,NA,,The University of Alabama
Alabama,2019,11,2,NA,,The University of Alabama
Alabama,2018,14,1,NA,,The University of Alabama
Alabama,2017,13,1,NA,,The University of Alabama
Alabama,2016,14,1,NA,,The University of Alabama
Alabama,2015,14,1,NA,,The University of Alabama
Alabama,2014,12,2,NA,,The University of Alabama
Alabama,2013,11,2,NA,,The University of Alabama
Alabama,2012,13,1,NA,,The University of Alabama
Alabama,2011,12,1,NA,,The University of Alabama
Alabama,2010,10,3,NA,,The University of Alabama
Alabama,2009,14,0,NA,,The University of Alabama
Alabama,2008,12,2,NA,,The University of Alabama
Alabama,2007,2,6,NA,,The University of Alabama
Alabama,2006,0,7,NA,,The University of Alabama
Alabama,2005,0,2,NA,,The University of Alabama
Alabama,2004,6,6,NA,,The University of Alabama
Alabama,2003,4,9,NA,,The University of Alabama
Alabama,2002,10,3,NA,,The University of Alabama
Alabama,2001,7,5,NA,,The University of Alabama
Alabama,2000,3,8,NA,,The University of Alabama
Alabama,1999,10,3,NA,,The University of Alabama
Alabama,1998,7,5,NA,,The University of Alabama
Alabama,1997,4,7,NA,,The University of Alabama
Alabama,1996,10,3,NA,,The University of Alabama
Alabama,1995,8,3,NA,,The University of Alabama
Alabama,1994,12,1,NA,,The University of Alabama
Alabama,1993,1,12,NA,,The University of Alabama
Alabama,1992,13,0,NA,,The University of Alabama
Alabama,1991,11,1,NA,,The University of Alabama
Alabama,1990,7,5,NA,,The University of Alabama
Alabama,1989,10,2,NA,,The University of Alabama
Alabama,1988,9,3,NA,,The University of Alabama
Alabama,1987,7,5,NA,,The University of Alabama
Alabama,1986,10,3,NA,,The University of Alabama
Alabama,1985,9,2,1,,The University of Alabama
Alabama,1984,5,6,NA,,The University of Alabama
Alabama,1983,8,4,NA,,The University of Alabama
Alabama,1982,8,4,NA,,The University of Alabama
Alabama,1981,9,2,1,,The University of Alabama
Alabama,1980,10,2,NA,,The University of Alabama
Alabama,1979,12,0,NA,,The University of Alabama
Alabama,1978,11,1,NA,,The University of Alabama
Alabama,1977,11,1,NA,,The University of Alabama
Alabama,1976,9,3,NA,,The University of Alabama
Alabama,1975,11,1,NA,,The University of Alabama
Alabama,1974,11,1,NA,,The University of Alabama
Alabama,1973,11,1,NA,,The University of Alabama
Alabama,1972,10,2,NA,,The University of Alabama
Alabama,1971,11,1,NA,,The University of Alabama
Alabama,1970,6,5,1,,The University of Alabama
Alabama,1969,6,5,NA,,The University of Alabama
Alabama,1968,8,3,NA,,The University of Alabama
Alabama,1967,8,2,1,,The University of Alabama
Alabama,1966,11,0,NA,,The University of Alabama
Alabama,1965,9,1,1,,The University of Alabama
Alabama,1964,10,1,NA,,The University of Alabama
Alabama,1963,9,2,NA,,The University of Alabama
Alabama,1962,10,1,NA,,The University of Alabama
Alabama,1961,11,0,NA,,The University of Alabama
Alabama,1960,8,1,2,,The University of Alabama
Alabama,1959,7,2,2,,The University of Alabama
Alabama,1958,5,4,1,,The University of Alabama
Alabama,1957,2,7,1,,The University of Alabama
Alabama,1956,2,7,1,,The University of Alabama
Alabama,1955,0,10,NA,,The University of Alabama
Alabama,1954,4,5,2,,The University of Alabama
Alabama,1953,6,3,3,,The University of Alabama
Alabama,1952,10,2,NA,,The University of Alabama
Alabama,1951,5,6,NA,,The University of Alabama
Alabama,1950,9,2,NA,,The University of Alabama
Alabama,1949,6,3,1,,The University of Alabama
Alabama,1948,6,4,1,,The University of Alabama
Alabama,1947,8,3,NA,,The University of Alabama
Alabama,1946,7,4,NA,,The University of Alabama
Alabama,1945,10,0,NA,,The University of Alabama
Alabama,1944,5,2,2,,The University of Alabama
Alabama,1942,8,3,NA,,The University of Alabama
Alabama,1941,9,2,NA,,The University of Alabama
Alabama,1940,7,2,NA,,The University of Alabama
Alabama,1939,5,3,1,,The University of Alabama
Alabama,1938,7,1,1,,The University of Alabama
Alabama,1937,9,1,NA,,The University of Alabama
Alabama,1936,8,0,1,,The University of Alabama
Alabama,1935,6,2,1,,The University of Alabama
Alabama,1934,10,0,NA,,The University of Alabama
Alabama,1933,7,1,1,,The University of Alabama
Alabama,1932,8,2,NA,,The University of Alabama
Alabama,1931,9,1,NA,,The University of Alabama
Alabama,1930,10,0,NA,,The University of Alabama
Alabama,1929,6,3,NA,,The University of Alabama
Alabama,1928,6,3,NA,,The University of Alabama
Alabama,1927,5,4,1,,The University of Alabama
Alabama,1926,9,0,1,,The University of Alabama
Alabama,1925,10,0,NA,,The University of Alabama
Alabama,1924,8,1,NA,,The University of Alabama
Alabama,1923,7,2,1,,The University of Alabama
Alabama,1922,6,3,1,,The University of Alabama
Alabama,1921,5,4,2,,The University of Alabama
Alabama,1920,10,1,NA,,The University of Alabama
Alabama,1919,8,1,NA,,The University of Alabama
Alabama,1917,5,2,1,,The University of Alabama
Alabama,1916,6,3,NA,,The University of Alabama
Alabama,1915,6,2,NA,,The University of Alabama
Alabama,1914,5,4,NA,,The University of Alabama
Alabama,1913,6,3,NA,,The University of Alabama
Alabama,1912,5,3,1,,The University of Alabama
Alabama,1911,5,2,2,,The University of Alabama
Alabama,1910,4,4,NA,,The University of Alabama
Alabama,1909,5,1,2,,The University of Alabama
Alabama,1908,6,1,1,,The University of Alabama
Alabama,1907,5,1,2,,The University of Alabama
Alabama,1906,5,1,NA,,The University of Alabama
Alabama,1905,6,4,NA,,The University of Alabama
Alabama,1904,7,3,NA,,The University of Alabama
Alabama,1903,3,4,NA,,The University of Alabama
Alabama,1902,4,4,NA,,The University of Alabama
Alabama,1901,2,1,2,,The University of Alabama
Alabama,1900,2,3,NA,,The University of Alabama
Alabama,1899,3,1,NA,,The University of Alabama
Alabama,1897,1,0,NA,,The University of Alabama
Alabama,1896,2,1,NA,,The University of Alabama
Alabama,1895,0,4,NA,,The University of Alabama
Alabama,1894,3,1,NA,,The University of Alabama
Alabama,1893,0,4,NA,,The University of Alabama
Alabama,1892,2,2,NA,,The University of Alabama
Appalachian_State,2023,9,5,NA,,Appalachian State University
Appalachian_State,2022,6,6,NA,,Appalachian State University
Appalachian_State,2021,10,4,NA,,Appalachian State University
Appalachian_State,2020,9,3,NA,,Appalachian State University
Appalachian_State,2019,13,1,NA,,Appalachian State University
Appalachian_State,2018,11,2,NA,,Appalachian State University
Appalachian_State,2017,9,4,NA,,Appalachian State University
Appalachian_State,2016,10,3,NA,,Appalachian State University
Appalachian_State,2015,11,2,NA,,Appalachian State University
Appalachian_State,2014,7,5,NA,,Appalachian State University
Appalachian_State,2013,4,8,NA,(I-AA play not counted),Appalachian State University
Arizona,2023,10,3,NA,,University of Arizona
Arizona,2022,5,7,NA,,University of Arizona
Arizona,2021,1,11,NA,,University of Arizona
Arizona,2020,0,5,NA,,University of Arizona
Arizona,2019,4,8,NA,,University of Arizona
Arizona,2018,5,7,NA,,University of Arizona
Arizona,2017,7,6,NA,,University of Arizona
Arizona,2016,3,9,NA,,University of Arizona
Arizona,2015,7,6,NA,,University of Arizona
Arizona,2014,10,4,NA,,University of Arizona
Arizona,2013,8,5,NA,,University of Arizona
Arizona,2012,8,5,NA,,University of Arizona
Arizona,2011,4,8,NA,,University of Arizona
Arizona,2010,7,6,NA,,University of Arizona
Arizona,2009,8,5,NA,,University of Arizona
Arizona,2008,8,5,NA,,University of Arizona
Arizona,2007,5,7,NA,,University of Arizona
Arizona,2006,6,6,NA,,University of Arizona
Arizona,2005,3,8,NA,,University of Arizona
Arizona,2004,3,8,NA,,University of Arizona
Arizona,2003,2,10,NA,,University of Arizona
Arizona,2002,4,8,NA,,University of Arizona
Arizona,2001,5,6,NA,,University of Arizona
Arizona,2000,5,6,NA,,University of Arizona
Arizona,1999,6,6,NA,,University of Arizona
Arizona,1998,12,1,NA,,University of Arizona
Arizona,1997,7,5,NA,,University of Arizona
Arizona,1996,5,6,NA,,University of Arizona
Arizona,1995,6,5,NA,,University of Arizona
Arizona,1994,8,4,NA,,University of Arizona
Arizona,1993,10,2,NA,,University of Arizona
Arizona,1992,6,5,1,,University of Arizona
Arizona,1991,4,7,NA,,University of Arizona
Arizona,1990,7,5,NA,,University of Arizona
Arizona,1989,8,4,NA,,University of Arizona
Arizona,1988,7,4,NA,,University of Arizona
Arizona,1987,4,4,3,,University of Arizona
Arizona,1986,9,3,NA,,University of Arizona
Arizona,1985,8,3,1,,University of Arizona
Arizona,1984,7,4,NA,,University of Arizona
Arizona,1983,7,3,1,,University of Arizona
Arizona,1982,6,4,1,,University of Arizona
Arizona,1981,6,5,NA,,University of Arizona
Arizona,1980,5,6,NA,,University of Arizona
Arizona,1979,6,5,1,,University of Arizona
Arizona,1978,5,6,NA,,University of Arizona
Arizona,1977,5,7,NA,,University of Arizona
Arizona,1976,5,6,NA,,University of Arizona
Arizona,1975,9,2,NA,,University of Arizona
Arizona,1974,9,2,NA,,University of Arizona
Arizona,1973,8,3,NA,,University of Arizona
Arizona,1972,4,7,NA,,University of Arizona
Arizona,1971,5,6,NA,,University of Arizona
Arizona,1970,4,6,NA,,University of Arizona
Arizona,1969,3,7,NA,,University of Arizona
Arizona,1968,8,3,NA,,University of Arizona
Arizona,1967,3,6,1,,University of Arizona
Arizona,1966,3,7,NA,,University of Arizona
Arizona,1965,3,7,NA,,University of Arizona
Arizona,1964,6,3,1,,University of Arizona
Arizona,1963,5,5,NA,,University of Arizona
Arizona,1962,5,5,NA,,University of Arizona
Arizona,1961,8,1,1,,University of Arizona
Arizona,1960,7,3,NA,,University of Arizona
Arizona,1959,4,6,NA,,University of Arizona
Arizona,1958,3,7,NA,,University of Arizona
Arizona,1957,1,8,1,,University of Arizona
Arizona,1956,4,6,NA,,University of Arizona
Arizona,1955,5,4,1,,University of Arizona
Arizona,1954,7,3,NA,,University of Arizona
Arizona,1953,4,5,1,,University of Arizona
Arizona,1952,6,4,NA,,University of Arizona
Arizona,1951,6,5,NA,,University of Arizona
Arizona,1950,4,6,NA,,University of Arizona
Arizona,1949,2,7,1,,University of Arizona
Arizona,1948,6,5,NA,,University of Arizona
Arizona,1947,5,4,1,,University of Arizona
Arizona,1946,4,4,2,,University of Arizona
Arizona,1945,5,0,NA,,University of Arizona
Arizona,1942,6,4,NA,,University of Arizona
Arizona,1941,7,3,NA,,University of Arizona
Arizona,1940,7,2,NA,,University of Arizona
Arizona,1939,6,4,NA,,University of Arizona
Arizona,1938,3,6,NA,,University of Arizona
Arizona,1937,8,2,NA,,University of Arizona
Arizona,1936,5,2,3,,University of Arizona
Arizona,1935,7,2,NA,,University of Arizona
Arizona,1934,7,2,1,,University of Arizona
Arizona,1933,5,3,NA,,University of Arizona
Arizona,1932,4,5,NA,,University of Arizona
Arizona,1931,3,5,1,,University of Arizona
Arizona,1930,6,1,1,,University of Arizona
Arizona,1929,7,1,NA,,University of Arizona
Arizona,1928,5,1,2,,University of Arizona
Arizona,1927,4,2,1,,University of Arizona
Arizona,1926,5,1,1,,University of Arizona
Arizona,1925,3,3,1,,University of Arizona
Arizona,1924,2,4,NA,,University of Arizona
Arizona,1923,5,3,NA,,University of Arizona
Arizona,1922,6,3,NA,,University of Arizona
Arizona,1921,7,2,NA,,University of Arizona
Arizona,1920,6,1,NA,,University of Arizona
Arizona,1919,7,1,NA,,University of Arizona
Arizona,1917,3,2,NA,,University of Arizona
Arizona,1916,5,3,NA,,University of Arizona
Arizona,1915,5,3,NA,,University of Arizona
Arizona,1914,4,1,NA,,University of Arizona
Arizona,1913,2,2,NA,,University of Arizona
Arizona,1912,2,1,NA,,University of Arizona
Arizona,1911,3,1,1,,University of Arizona
Arizona,1910,5,0,NA,,University of Arizona
Arizona,1909,3,1,NA,,University of Arizona
Arizona,1908,5,0,NA,,University of Arizona
Arizona,1905,4,2,NA,,University of Arizona
Arizona,1904,3,1,2,,University of Arizona
Arizona,1902,5,0,NA,,University of Arizona
Arizona,1901,4,1,NA,,University of Arizona
Arizona,1900,3,1,NA,,University of Arizona
Arizona,1899,1,1,1,,University of Arizona
Arizona_State,2023,3,9,NA,,Arizona State University Campus Immersion
Arizona_State,2022,3,9,NA,,Arizona State University Campus Immersion
Arizona_State,2021,8,5,NA,,Arizona State University Campus Immersion
Arizona_State,2020,2,2,NA,,Arizona State University Campus Immersion
Arizona_State,2019,8,5,NA,,Arizona State University Campus Immersion
Arizona_State,2018,7,6,NA,,Arizona State University Campus Immersion
Arizona_State,2017,7,6,NA,,Arizona State University Campus Immersion
Arizona_State,2016,5,7,NA,,Arizona State University Campus Immersion
Arizona_State,2015,6,7,NA,,Arizona State University Campus Immersion
Arizona_State,2014,10,3,NA,,Arizona State University Campus Immersion
Arizona_State,2013,10,4,NA,,Arizona State University Campus Immersion
Arizona_State,2012,8,5,NA,,Arizona State University Campus Immersion
Arizona_State,2011,6,7,NA,,Arizona State University Campus Immersion
Arizona_State,2010,6,6,NA,,Arizona State University Campus Immersion
Arizona_State,2009,4,8,NA,,Arizona State University Campus Immersion
Arizona_State,2008,5,7,NA,,Arizona State University Campus Immersion
Arizona_State,2007,10,3,NA,,Arizona State University Campus Immersion
Arizona_State,2006,7,6,NA,,Arizona State University Campus Immersion
Arizona_State,2005,7,5,NA,,Arizona State University Campus Immersion
Arizona_State,2004,9,3,NA,,Arizona State University Campus Immersion
Arizona_State,2003,5,7,NA,,Arizona State University Campus Immersion
Arizona_State,2002,8,6,NA,,Arizona State University Campus Immersion
Arizona_State,2001,4,7,NA,,Arizona State University Campus Immersion
Arizona_State,2000,6,6,NA,,Arizona State University Campus Immersion
Arizona_State,1999,6,6,NA,,Arizona State University Campus Immersion
Arizona_State,1998,5,6,NA,,Arizona State University Campus Immersion
Arizona_State,1997,9,3,NA,,Arizona State University Campus Immersion
Arizona_State,1996,11,1,NA,,Arizona State University Campus Immersion
Arizona_State,1995,6,5,NA,,Arizona State University Campus Immersion
Arizona_State,1994,3,8,NA,,Arizona State University Campus Immersion
Arizona_State,1993,6,5,NA,,Arizona State University Campus Immersion
Arizona_State,1992,6,5,NA,,Arizona State University Campus Immersion
Arizona_State,1991,6,5,NA,,Arizona State University Campus Immersion
Arizona_State,1990,4,7,NA,,Arizona State University Campus Immersion
Arizona_State,1989,6,4,1,,Arizona State University Campus Immersion
Arizona_State,1988,6,5,NA,,Arizona State University Campus Immersion
Arizona_State,1987,7,4,1,,Arizona State University Campus Immersion
Arizona_State,1986,10,1,1,,Arizona State University Campus Immersion
Arizona_State,1985,8,4,NA,,Arizona State University Campus Immersion
Arizona_State,1984,5,6,NA,,Arizona State University Campus Immersion
Arizona_State,1983,6,4,1,,Arizona State University Campus Immersion
Arizona_State,1982,10,2,NA,,Arizona State University Campus Immersion
Arizona_State,1981,9,2,NA,,Arizona State University Campus Immersion
Arizona_State,1980,7,4,NA,,Arizona State University Campus Immersion
Arizona_State,1979,6,6,NA,,Arizona State University Campus Immersion
Arizona_State,1978,9,3,NA,,Arizona State University Campus Immersion
Arizona_State,1977,9,3,NA,,Arizona State University Campus Immersion
Arizona_State,1976,4,7,NA,,Arizona State University Campus Immersion
Arizona_State,1975,12,0,NA,,Arizona State University Campus Immersion
Arizona_State,1974,7,5,NA,,Arizona State University Campus Immersion
Arizona_State,1973,11,1,NA,,Arizona State University Campus Immersion
Arizona_State,1972,10,2,NA,,Arizona State University Campus Immersion
Arizona_State,1971,11,1,NA,,Arizona State University Campus Immersion
Arizona_State,1970,11,0,NA,,Arizona State University Campus Immersion
Arizona_State,1969,8,2,NA,,Arizona State University Campus Immersion
Arizona_State,1968,8,2,NA,,Arizona State University Campus Immersion
Arizona_State,1967,8,2,NA,,Arizona State University Campus Immersion
Arizona_State,1966,5,5,NA,,Arizona State University Campus Immersion
Arizona_State,1965,6,4,NA,,Arizona State University Campus Immersion
Arizona_State,1964,8,2,NA,,Arizona State University Campus Immersion
Arizona_State,1963,8,1,NA,,Arizona State University Campus Immersion
Arizona_State,1962,7,2,1,,Arizona State University Campus Immersion
Arizona_State,1961,7,3,NA,,Arizona State University Campus Immersion
Arizona_State,1960,7,3,NA,,Arizona State University Campus Immersion
Arizona_State,1959,10,1,NA,,Arizona State University Campus Immersion
Arizona_State,1958,7,3,NA,,Arizona State University Campus Immersion
Arizona_State,1957,10,0,NA,,Arizona State University Campus Immersion
Arizona_State,1956,9,1,NA,,Arizona State University Campus Immersion
Arizona_State,1955,8,2,1,,Arizona State University Campus Immersion
Arizona_State,1954,5,5,NA,,Arizona State University Campus Immersion
Arizona_State,1953,4,5,1,,Arizona State University Campus Immersion
Arizona_State,1952,6,3,NA,,Arizona State University Campus Immersion
Arizona_State,1951,6,3,1,,Arizona State University Campus Immersion
Arizona_State,1950,9,2,NA,,Arizona State University Campus Immersion
Arizona_State,1949,7,3,NA,,Arizona State University Campus Immersion
Arizona_State,1948,5,5,NA,,Arizona State University Campus Immersion
Arizona_State,1947,4,7,NA,,Arizona State University Campus Immersion
Arizona_State,1946,2,7,2,,Arizona State University Campus Immersion
Arizona_State,1942,2,8,NA,,Arizona State University Campus Immersion
Arizona_State,1941,5,5,1,,Arizona State University Campus Immersion
Arizona_State,1940,7,2,2,,Arizona State University Campus Immersion
Arizona_State,1939,8,2,1,,Arizona State University Campus Immersion
Arizona_State,1938,3,6,NA,,Arizona State University Campus Immersion
Arizona_State,1937,0,8,1,,Arizona State University Campus Immersion
Arizona_State,1936,4,5,NA,,Arizona State University Campus Immersion
Arizona_State,1935,2,5,1,,Arizona State University Campus Immersion
Arizona_State,1934,4,3,1,,Arizona State University Campus Immersion
Arizona_State,1933,3,5,NA,,Arizona State University Campus Immersion
Arizona_State,1932,3,3,1,,Arizona State University Campus Immersion
Arizona_State,1931,6,2,NA,,Arizona State University Campus Immersion
Arizona_State,1930,3,5,1,,Arizona State University Campus Immersion
