team,year,won,lost,tied,notes,scorecard_name
Purdue,1978,9,2,1,,Purdue University-Main Campus
Purdue,1977,5,6,NA,,Purdue University-Main Campus
Purdue,1976,5,6,NA,,Purdue University-Main Campus
Purdue,1975,4,7,NA,,Purdue University-Main Campus
Purdue,1974,4,6,1,,Purdue University-Main Campus
Purdue,1973,5,6,NA,,Purdue University-Main Campus
Purdue,1972,6,5,NA,,Purdue University-Main Campus
Purdue,1971,3,7,NA,,Purdue University-Main Campus
Purdue,1970,4,6,NA,,Purdue University-Main Campus
Purdue,1969,8,2,NA,,Purdue University-Main Campus
Purdue,1968,8,2,NA,,Purdue University-Main Campus
Purdue,1967,8,2,NA,,Purdue University-Main Campus
Purdue,1966,9,2,NA,,Purdue University-Main Campus
Purdue,1965,7,2,1,,Purdue University-Main Campus
Purdue,1964,6,3,NA,,Purdue University-Main Campus
Purdue,1963,5,4,NA,,Purdue University-Main Campus
Purdue,1962,4,4,1,,Purdue University-Main Campus
Purdue,1961,6,3,NA,,Purdue University-Main Campus
Purdue,1960,4,4,1,,Purdue University-Main Campus
Purdue,1959,5,2,2,,Purdue University-Main Campus
Purdue,1958,6,1,2,,Purdue University-Main Campus
Purdue,1957,5,4,NA,,Purdue University-Main Campus
Purdue,1956,3,4,2,,Purdue University-Main Campus
Purdue,1955,5,3,1,,Purdue University-Main Campus
Purdue,1954,5,3,1,,Purdue University-Main Campus
Purdue,1953,2,7,NA,,Purdue University-Main Campus
Purdue,1952,4,3,2,,Purdue University-Main Campus
Purdue,1951,5,4,NA,,Purdue University-Main Campus
Purdue,1950,2,7,NA,,Purdue University-Main Campus
Purdue,1949,4,5,NA,,Purdue University-Main Campus
Purdue,1948,3,6,NA,,Purdue University-Main Campus
Purdue,1947,5,4,NA,,Purdue University-Main Campus
Purdue,1946,2,6,1,,Purdue University-Main Campus
Purdue,1945,7,3,NA,,Purdue University-Main Campus
Purdue,1944,5,5,NA,,Purdue University-Main Campus
Purdue,1943,9,0,NA,,Purdue University-Main Campus
Purdue,1942,1,8,NA,,Purdue University-Main Campus
Purdue,1941,2,5,1,,Purdue University-Main Campus
Purdue,1940,2,6,NA,,Purdue University-Main Campus
Purdue,1939,3,3,2,,Purdue University-Main Campus
Purdue,1938,5,1,2,,Purdue University-Main Campus
Purdue,1937,4,3,1,,Purdue University-Main Campus
Purdue,1936,5,2,1,,Purdue University-Main Campus
Purdue,1935,4,4,NA,,Purdue University-Main Campus
Purdue,1934,5,3,NA,,Purdue University-Main Campus
Purdue,1933,6,1,1,,Purdue University-Main Campus
Purdue,1932,7,0,1,,Purdue University-Main Campus
Purdue,1931,9,1,NA,,Purdue University-Main Campus
Purdue,1930,6,2,NA,,Purdue University-Main Campus
Purdue,1929,8,0,NA,,Purdue University-Main Campus
Purdue,1928,5,2,1,,Purdue University-Main Campus
Purdue,1927,6,2,NA,,Purdue University-Main Campus
Purdue,1926,5,2,1,,Purdue University-Main Campus
Purdue,1925,3,4,1,,Purdue University-Main Campus
Purdue,1924,5,2,NA,,Purdue University-Main Campus
Purdue,1923,2,5,1,,Purdue University-Main Campus
Purdue,1922,1,5,1,,Purdue University-Main Campus
Purdue,1921,1,6,NA,,Purdue University-Main Campus
Purdue,1920,2,5,NA,,Purdue University-Main Campus
Purdue,1919,2,4,1,,Purdue University-Main Campus
Purdue,1918,3,3,NA,,Purdue University-Main Campus
Purdue,1917,3,4,NA,,Purdue University-Main Campus
Purdue,1916,2,4,2,,Purdue University-Main Campus
Purdue,1915,3,3,1,,Purdue University-Main Campus
Purdue,1914,5,2,NA,,Purdue University-Main Campus
Purdue,1913,4,1,2,,Purdue University-Main Campus
Purdue,1912,4,2,1,,Purdue University-Main Campus
Purdue,1911,3,4,NA,,Purdue University-Main Campus
Purdue,1910,1,5,NA,,Purdue University-Main Campus
Purdue,1909,2,5,NA,,Purdue University-Main Campus
Purdue,1908,4,3,NA,,Purdue University-Main Campus
Purdue,1907,0,5,NA,,Purdue University-Main Campus
Purdue,1906,0,5,NA,,Purdue University-Main Campus
Purdue,1905,6,1,1,,Purdue University-Main Campus
Purdue,1904,9,3,NA,,Purdue University-Main Campus
Purdue,1903,4,2,NA,,Purdue University-Main Campus
Purdue,1902,7,2,1,,Purdue University-Main Campus
Purdue,1901,4,4,1,,Purdue University-Main Campus
Purdue,1900,4,4,NA,,Purdue University-Main Campus
Purdue,1899,4,4,1,,Purdue University-Main Campus
Purdue,1898,3,3,NA,,Purdue University-Main Campus
Purdue,1897,5,3,1,,Purdue University-Main Campus
Purdue,1896,4,2,1,,Purdue University-Main Campus
Purdue,1895,4,3,NA,,Purdue University-Main Campus
Purdue,1894,9,1,NA,,Purdue University-Main Campus
Purdue,1893,5,2,1,,Purdue University-Main Campus
Purdue,1892,8,0,NA,,Purdue University-Main Campus
Purdue,1891,4,0,NA,,Purdue University-Main Campus
Purdue,1890,3,3,NA,,Purdue University-Main Campus
Purdue,1889,2,1,NA,,Purdue University-Main Campus
Purdue,1887,0,1,NA,,Purdue University-Main Campus
Rice,2023,6,7,NA,,Rice University
Rice,2022,5,8,NA,,Rice University
Rice,2021,4,8,NA,,Rice University
Rice,2020,2,3,NA,,Rice University
Rice,2019,3,9,NA,,Rice University
Rice,2018,2,11,NA,,Rice University
Rice,2017,1,11,NA,,Rice University
Rice,2016,3,9,NA,,Rice University
Rice,2015,5,7,NA,,Rice University
Rice,2014,8,5,NA,,Rice University
Rice,2013,10,4,NA,,Rice University
Rice,2012,7,6,NA,,Rice University
Rice,2011,4,8,NA,,Rice University
Rice,2010,4,8,NA,,Rice University
Rice,2009,2,10,NA,,Rice University
Rice,2008,10,3,NA,,Rice University
Rice,2007,3,9,NA,,Rice University
Rice,2006,7,6,NA,,Rice University
Rice,2005,1,10,NA,,Rice University
Rice,2004,3,8,NA,,Rice University
Rice,2003,5,7,NA,,Rice University
Rice,2002,4,7,NA,,Rice University
Rice,2001,8,4,NA,,Rice University
Rice,2000,3,8,NA,,Rice University
Rice,1999,5,6,NA,,Rice University
Rice,1998,5,6,NA,,Rice University
Rice,1997,7,4,NA,,Rice University
Rice,1996,7,4,NA,,Rice University
Rice,1995,2,8,1,,Rice University
Rice,1994,5,6,NA,,Rice University
Rice,1993,6,5,NA,,Rice University
Rice,1992,6,5,NA,,Rice University
Rice,1991,4,7,NA,,Rice University
Rice,1990,5,6,NA,,Rice University
Rice,1989,2,8,1,,Rice University
Rice,1988,0,11,NA,,Rice University
Rice,1987,2,9,NA,,Rice University
Rice,1986,4,7,NA,,Rice University
Rice,1985,3,8,NA,,Rice University
Rice,1984,1,10,NA,,Rice University
Rice,1983,1,10,NA,,Rice University
Rice,1982,0,11,NA,,Rice University
Rice,1981,4,7,NA,,Rice University
Rice,1980,5,6,NA,,Rice University
Rice,1979,1,10,NA,,Rice University
Rice,1978,2,9,NA,,Rice University
Rice,1977,1,10,NA,,Rice University
Rice,1976,3,8,NA,,Rice University
Rice,1975,3,8,NA,,Rice University
Rice,1974,2,8,1,,Rice University
Rice,1973,5,6,NA,,Rice University
Rice,1972,5,5,1,,Rice University
Rice,1971,3,7,1,,Rice University
Rice,1970,5,5,NA,,Rice University
Rice,1969,3,7,NA,,Rice University
Rice,1968,0,9,1,,Rice University
Rice,1967,4,6,NA,,Rice University
Rice,1966,2,8,NA,,Rice University
Rice,1965,2,8,NA,,Rice University
Rice,1964,4,5,1,,Rice University
Rice,1963,6,4,NA,,Rice University
Rice,1962,2,6,2,,Rice University
Rice,1961,7,4,NA,,Rice University
Rice,1960,7,4,NA,,Rice University
Rice,1959,1,7,2,,Rice University
Rice,1958,5,5,NA,,Rice University
Rice,1957,7,4,NA,,Rice University
Rice,1956,4,6,NA,,Rice University
Rice,1955,2,7,1,,Rice University
Rice,1954,7,3,NA,,Rice University
Rice,1953,9,2,NA,,Rice University
Rice,1952,5,5,NA,,Rice University
Rice,1951,5,5,NA,,Rice University
Rice,1950,6,4,NA,,Rice University
Rice,1949,10,1,NA,,Rice University
Rice,1948,5,4,1,,Rice University
Rice,1947,6,3,1,,Rice University
Rice,1946,9,2,NA,,Rice University
Rice,1945,5,6,NA,,Rice University
Rice,1944,5,6,NA,,Rice University
Rice,1943,3,7,NA,,Rice University
Rice,1942,7,2,1,,Rice University
Rice,1941,6,3,1,,Rice University
Rice,1940,7,3,NA,,Rice University
Rice,1939,1,9,1,,Rice University
Rice,1938,4,6,NA,,Rice University
Rice,1937,6,3,2,,Rice University
Rice,1936,5,7,NA,,Rice University
Rice,1935,8,3,NA,,Rice University
Rice,1934,9,1,1,,Rice University
Rice,1933,3,8,NA,,Rice University
Rice,1932,7,3,NA,,Rice University
Rice,1931,6,4,NA,,Rice University
Rice,1930,8,4,NA,,Rice University
Rice,1929,2,7,NA,,Rice University
Rice,1928,2,7,NA,,Rice University
Rice,1927,2,6,1,,Rice University
Rice,1926,4,4,1,,Rice University
Rice,1925,4,4,1,,Rice University
Rice,1924,4,4,0,,Rice University
Rice,1923,3,5,NA,,Rice University
Rice,1922,4,4,NA,,Rice University
Rice,1921,4,4,1,,Rice University
Rice,1920,4,2,2,,Rice University
Rice,1919,8,1,NA,,Rice University
Rice,1918,1,5,1,,Rice University
Rice,1917,7,1,NA,,Rice University
Rice,1916,6,1,2,,Rice University
Rice,1915,5,3,NA,,Rice University
Rice,1914,3,2,3,,Rice University
Rice,1913,4,0,0,,Rice University
Rice,1912,3,2,NA,,Rice University
Richmond,2023,9,4,NA,(I-AA play not counted),University of Richmond
Richmond,2022,9,4,NA,(I-AA play not counted),University of Richmond
Richmond,2021,6,5,NA,(I-AA play not counted),University of Richmond
Richmond,2020,0,0,NA,(Did not play due to the pandemic),University of Richmond
Richmond,2019,5,7,NA,(I-AA play not counted),University of Richmond
Richmond,2018,4,7,NA,(I-AA play not counted),University of Richmond
Richmond,2017,6,5,NA,(I-AA play not counted),University of Richmond
Richmond,2016,10,4,NA,(I-AA play not counted),University of Richmond
Richmond,2015,10,4,NA,(I-AA play not counted),University of Richmond
Richmond,2014,9,5,NA,(I-AA play not counted),University of Richmond
Richmond,2013,6,6,NA,(I-AA play not counted),University of Richmond
Richmond,2012,8,3,NA,(I-AA play not counted),University of Richmond
Richmond,2011,3,8,NA,(I-AA play not counted),University of Richmond
Richmond,2010,6,5,NA,(I-AA play not counted),University of Richmond
Richmond,2009,11,2,NA,(I-AA play not counted),University of Richmond
Richmond,2008,13,3,NA,(I-AA play not counted),University of Richmond
Richmond,2007,11,3,NA,(I-AA play not counted),University of Richmond
Richmond,2006,6,5,NA,(I-AA play not counted),University of Richmond
Richmond,2005,8,3,NA,(I-AA play not counted),University of Richmond
Richmond,2004,3,8,NA,(I-AA play not counted),University of Richmond
Richmond,2003,2,9,NA,(I-AA play not counted),University of Richmond
Richmond,2002,4,7,NA,(I-AA play not counted),University of Richmond
Richmond,2001,3,8,NA,(I-AA play not counted),University of Richmond
Richmond,2000,10,3,NA,(I-AA play not counted),University of Richmond
Richmond,1999,5,6,NA,(I-AA play not counted),University of Richmond
Richmond,1998,9,3,NA,(I-AA play not counted),University of Richmond
Richmond,1997,6,5,NA,(I-AA play not counted),University of Richmond
Richmond,1996,2,9,NA,(I-AA play not counted),University of Richmond
Richmond,1995,7,3,1,(I-AA play not counted),University of Richmond
Richmond,1994,3,8,NA,(I-AA play not counted),University of Richmond
Richmond,1993,5,6,NA,(I-AA play not counted),University of Richmond
Richmond,1992,7,4,NA,(I-AA play not counted),University of Richmond
Richmond,1991,2,9,NA,(I-AA play not counted),University of Richmond
Richmond,1990,5,6,NA,(I-AA play not counted),University of Richmond
Richmond,1989,1,10,NA,(I-AA play not counted),University of Richmond
Richmond,1988,4,7,NA,(I-AA play not counted),University of Richmond
Richmond,1987,7,5,NA,(I-AA play not counted),University of Richmond
Richmond,1986,4,7,NA,(I-AA play not counted),University of Richmond
Richmond,1985,8,3,NA,(I-AA play not counted),University of Richmond
Richmond,1984,8,4,NA,(I-AA play not counted),University of Richmond
Richmond,1983,3,8,NA,(I-AA play not counted),University of Richmond
Richmond,1982,0,10,NA,(I-AA play not counted),University of Richmond
Richmond,1981,4,7,NA,(I-AA play not counted),University of Richmond
Richmond,1980,5,6,NA,(I-AA play not counted),University of Richmond
Richmond,1979,0,11,NA,(I-AA play not counted),University of Richmond
Richmond,1978,3,8,NA,(I-AA play not counted),University of Richmond
Richmond,1977,3,8,NA,,University of Richmond
Richmond,1976,5,6,NA,,University of Richmond
Richmond,1975,5,6,NA,,University of Richmond
Richmond,1974,5,5,NA,,University of Richmond
Richmond,1973,8,2,NA,,University of Richmond
Richmond,1972,6,4,NA,,University of Richmond
Richmond,1971,5,6,NA,,University of Richmond
Richmond,1970,4,6,NA,,University of Richmond
Richmond,1969,6,4,NA,,University of Richmond
Richmond,1968,8,3,NA,,University of Richmond
Richmond,1967,5,5,NA,,University of Richmond
Richmond,1966,2,8,NA,,University of Richmond
Richmond,1965,0,10,NA,,University of Richmond
Richmond,1964,3,7,NA,,University of Richmond
Richmond,1963,3,6,1,,University of Richmond
Richmond,1962,6,3,NA,,University of Richmond
Richmond,1961,5,5,NA,,University of Richmond
Richmond,1960,3,6,1,,University of Richmond
Richmond,1959,4,5,1,,University of Richmond
Richmond,1958,3,7,NA,,University of Richmond
Richmond,1957,4,6,NA,,University of Richmond
Richmond,1956,4,5,NA,,University of Richmond
Richmond,1955,4,3,2,,University of Richmond
Richmond,1954,5,4,NA,,University of Richmond
Richmond,1953,5,3,1,,University of Richmond
Richmond,1952,1,9,NA,,University of Richmond
Richmond,1951,3,8,NA,,University of Richmond
Richmond,1950,2,8,NA,,University of Richmond
Richmond,1949,3,7,NA,,University of Richmond
Richmond,1948,5,3,2,,University of Richmond
Richmond,1947,3,7,NA,,University of Richmond
Richmond,1946,6,2,2,,University of Richmond
Richmond,1945,2,6,NA,,University of Richmond
Richmond,1944,2,6,NA,,University of Richmond
Richmond,1943,6,1,NA,,University of Richmond
Richmond,1942,3,6,1,,University of Richmond
Richmond,1941,2,7,NA,,University of Richmond
Richmond,1940,6,3,NA,,University of Richmond
Richmond,1939,7,1,2,,University of Richmond
Richmond,1938,6,3,1,,University of Richmond
Richmond,1937,5,4,1,(Insufficient Major Opponents),University of Richmond
Richmond,1936,4,4,2,(Insufficient Major Opponents),University of Richmond
Richmond,1935,3,3,3,(Insufficient Major Opponents),University of Richmond
Richmond,1934,8,1,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1933,5,4,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1932,4,2,2,(Insufficient Major Opponents),University of Richmond
Richmond,1931,4,5,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1930,2,4,2,(Insufficient Major Opponents),University of Richmond
Richmond,1929,3,5,1,(Insufficient Major Opponents),University of Richmond
Richmond,1928,3,4,2,(Insufficient Major Opponents),University of Richmond
Richmond,1927,4,4,1,(Insufficient Major Opponents),University of Richmond
Richmond,1926,2,7,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1925,3,6,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1924,2,6,1,(Insufficient Major Opponents),University of Richmond
Richmond,1923,3,5,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1922,6,2,1,(Insufficient Major Opponents),University of Richmond
Richmond,1921,4,3,1,(Insufficient Major Opponents),University of Richmond
Richmond,1920,6,2,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1919,5,2,2,(Insufficient Major Opponents),University of Richmond
Richmond,1918,3,1,1,(Insufficient Major Opponents),University of Richmond
Richmond,1917,4,2,1,(Insufficient Major Opponents),University of Richmond
Richmond,1916,5,4,2,(Insufficient Major Opponents),University of Richmond
Richmond,1915,4,4,1,(Insufficient Major Opponents),University of Richmond
Richmond,1914,5,4,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1913,5,3,1,(Insufficient Major Opponents),University of Richmond
Richmond,1912,1,7,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1911,0,6,2,(Insufficient Major Opponents),University of Richmond
Richmond,1910,1,6,1,(Insufficient Major Opponents),University of Richmond
Richmond,1909,3,5,2,(Insufficient Major Opponents),University of Richmond
Richmond,1908,3,5,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1907,3,6,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1906,5,5,1,(Insufficient Major Opponents),University of Richmond
Richmond,1905,3,4,2,(Insufficient Major Opponents),University of Richmond
Richmond,1904,1,5,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1903,6,3,1,(Insufficient Major Opponents),University of Richmond
Richmond,1902,3,3,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1901,1,5,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1900,3,4,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1899,2,2,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1898,3,3,1,(Insufficient Major Opponents),University of Richmond
Richmond,1897,3,5,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1895,0,5,1,(Insufficient Major Opponents),University of Richmond
Richmond,1894,0,4,2,(Insufficient Major Opponents),University of Richmond
Richmond,1893,3,2,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1892,2,3,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1891,0,2,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1890,0,3,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1889,1,2,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1888,1,1,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1887,1,1,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1886,1,1,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1885,1,1,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1882,1,0,NA,(Insufficient Major Opponents),University of Richmond
Richmond,1881,2,0,NA,(Insufficient Major Opponents),University of Richmond
Rutgers,2023,7,6,NA,,Rutgers University-New Brunswick
Rutgers,2022,4,8,NA,,Rutgers University-New Brunswick
Rutgers,2021,5,8,NA,,Rutgers University-New Brunswick
Rutgers,2020,3,6,NA,,Rutgers University-New Brunswick
Rutgers,2019,2,10,NA,,Rutgers University-New Brunswick
Rutgers,2018,1,11,NA,,Rutgers University-New Brunswick
Rutgers,2017,4,8,NA,,Rutgers University-New Brunswick
Rutgers,2016,2,10,NA,,Rutgers University-New Brunswick
Rutgers,2015,4,8,NA,,Rutgers University-New Brunswick
Rutgers,2014,9,5,NA,,Rutgers University-New Brunswick
Rutgers,2013,6,7,NA,,Rutgers University-New Brunswick
Rutgers,2012,9,4,NA,,Rutgers University-New Brunswick
Rutgers,2011,9,4,NA,,Rutgers University-New Brunswick
Rutgers,2010,4,8,NA,,Rutgers University-New Brunswick
Rutgers,2009,9,4,NA,,Rutgers University-New Brunswick
Rutgers,2008,8,5,NA,,Rutgers University-New Brunswick
Rutgers,2007,8,5,NA,,Rutgers University-New Brunswick
Rutgers,2006,11,2,NA,,Rutgers University-New Brunswick
Rutgers,2005,7,5,NA,,Rutgers University-New Brunswick
Rutgers,2004,4,7,NA,,Rutgers University-New Brunswick
Rutgers,2003,5,7,NA,,Rutgers University-New Brunswick
Rutgers,2002,1,11,NA,,Rutgers University-New Brunswick
Rutgers,2001,2,9,NA,,Rutgers University-New Brunswick
Rutgers,2000,3,8,NA,,Rutgers University-New Brunswick
Rutgers,1999,1,10,NA,,Rutgers University-New Brunswick
Rutgers,1998,5,6,NA,,Rutgers University-New Brunswick
Rutgers,1997,0,11,NA,,Rutgers University-New Brunswick
Rutgers,1996,2,9,NA,,Rutgers University-New Brunswick
Rutgers,1995,4,7,NA,,Rutgers University-New Brunswick
Rutgers,1994,5,5,1,,Rutgers University-New Brunswick
Rutgers,1993,4,7,NA,,Rutgers University-New Brunswick
Rutgers,1992,7,4,NA,,Rutgers University-New Brunswick
Rutgers,1991,6,5,NA,,Rutgers University-New Brunswick
Rutgers,1990,3,8,NA,,Rutgers University-New Brunswick
Rutgers,1989,2,7,2,,Rutgers University-New Brunswick
Rutgers,1988,5,6,NA,,Rutgers University-New Brunswick
Rutgers,1987,6,5,NA,,Rutgers University-New Brunswick
Rutgers,1986,6,4,1,,Rutgers University-New Brunswick
Rutgers,1985,2,8,1,,Rutgers University-New Brunswick
Rutgers,1984,7,3,NA,,Rutgers University-New Brunswick
Rutgers,1983,3,8,NA,,Rutgers University-New Brunswick
Rutgers,1982,5,6,NA,,Rutgers University-New Brunswick
Rutgers,1981,5,6,NA,,Rutgers University-New Brunswick
Rutgers,1980,7,4,NA,,Rutgers University-New Brunswick
Rutgers,1979,8,3,NA,,Rutgers University-New Brunswick
Rutgers,1978,9,3,NA,,Rutgers University-New Brunswick
Rutgers,1977,8,3,NA,,Rutgers University-New Brunswick
Rutgers,1976,11,0,NA,,Rutgers University-New Brunswick
Rutgers,1975,9,2,NA,,Rutgers University-New Brunswick
Rutgers,1974,7,3,1,,Rutgers University-New Brunswick
Rutgers,1973,6,5,NA,,Rutgers University-New Brunswick
Rutgers,1972,7,4,NA,,Rutgers University-New Brunswick
Rutgers,1971,4,7,NA,,Rutgers University-New Brunswick
Rutgers,1970,5,5,NA,,Rutgers University-New Brunswick
Rutgers,1969,6,3,NA,,Rutgers University-New Brunswick
Rutgers,1968,8,2,NA,,Rutgers University-New Brunswick
Rutgers,1967,4,5,NA,,Rutgers University-New Brunswick
Rutgers,1966,5,4,NA,,Rutgers University-New Brunswick
Rutgers,1965,3,6,NA,,Rutgers University-New Brunswick
Rutgers,1964,6,3,NA,,Rutgers University-New Brunswick
Rutgers,1963,3,6,NA,,Rutgers University-New Brunswick
Rutgers,1962,5,5,NA,,Rutgers University-New Brunswick
Rutgers,1961,9,0,NA,,Rutgers University-New Brunswick
Rutgers,1960,8,1,NA,,Rutgers University-New Brunswick
Rutgers,1959,6,3,NA,,Rutgers University-New Brunswick
Rutgers,1958,8,1,NA,,Rutgers University-New Brunswick
Rutgers,1957,5,4,NA,,Rutgers University-New Brunswick
Rutgers,1956,3,7,NA,,Rutgers University-New Brunswick
Rutgers,1955,3,5,NA,,Rutgers University-New Brunswick
Rutgers,1954,3,6,NA,,Rutgers University-New Brunswick
Rutgers,1953,2,6,NA,,Rutgers University-New Brunswick
Rutgers,1952,4,4,1,,Rutgers University-New Brunswick
Rutgers,1951,4,4,NA,,Rutgers University-New Brunswick
Rutgers,1950,4,4,NA,,Rutgers University-New Brunswick
Rutgers,1949,6,3,NA,,Rutgers University-New Brunswick
Rutgers,1948,7,2,NA,,Rutgers University-New Brunswick
Rutgers,1947,8,1,NA,,Rutgers University-New Brunswick
Rutgers,1946,7,2,NA,,Rutgers University-New Brunswick
Rutgers,1945,5,2,NA,,Rutgers University-New Brunswick
Rutgers,1944,3,2,NA,,Rutgers University-New Brunswick
Rutgers,1943,3,2,NA,,Rutgers University-New Brunswick
Rutgers,1942,3,4,1,,Rutgers University-New Brunswick
Rutgers,1941,7,2,NA,,Rutgers University-New Brunswick
Rutgers,1940,5,3,NA,,Rutgers University-New Brunswick
Rutgers,1939,7,1,1,,Rutgers University-New Brunswick
Rutgers,1938,7,1,NA,,Rutgers University-New Brunswick
Rutgers,1937,5,4,NA,,Rutgers University-New Brunswick
Rutgers,1936,1,6,1,,Rutgers University-New Brunswick
Rutgers,1935,4,5,NA,,Rutgers University-New Brunswick
Rutgers,1934,5,3,1,,Rutgers University-New Brunswick
Rutgers,1933,6,3,1,,Rutgers University-New Brunswick
Rutgers,1932,6,3,1,,Rutgers University-New Brunswick
Rutgers,1931,4,3,1,,Rutgers University-New Brunswick
Rutgers,1930,4,5,NA,,Rutgers University-New Brunswick
Rutgers,1929,5,4,NA,,Rutgers University-New Brunswick
Rutgers,1928,6,3,NA,,Rutgers University-New Brunswick
Rutgers,1927,4,4,NA,,Rutgers University-New Brunswick
Rutgers,1926,3,6,NA,,Rutgers University-New Brunswick
Rutgers,1925,2,7,NA,,Rutgers University-New Brunswick
Rutgers,1924,7,1,1,,Rutgers University-New Brunswick
Rutgers,1923,7,1,1,,Rutgers University-New Brunswick
Rutgers,1922,5,4,NA,,Rutgers University-New Brunswick
Rutgers,1921,4,5,NA,,Rutgers University-New Brunswick
Rutgers,1920,2,7,NA,,Rutgers University-New Brunswick
Rutgers,1919,5,3,NA,,Rutgers University-New Brunswick
Rutgers,1918,5,2,NA,,Rutgers University-New Brunswick
Rutgers,1917,7,1,1,,Rutgers University-New Brunswick
Rutgers,1916,3,2,2,,Rutgers University-New Brunswick
Rutgers,1915,7,1,NA,,Rutgers University-New Brunswick
Rutgers,1914,5,3,1,,Rutgers University-New Brunswick
Rutgers,1913,6,3,NA,,Rutgers University-New Brunswick
Rutgers,1912,5,4,NA,,Rutgers University-New Brunswick
Rutgers,1911,4,4,1,,Rutgers University-New Brunswick
Rutgers,1910,3,2,3,,Rutgers University-New Brunswick
Rutgers,1909,3,5,1,,Rutgers University-New Brunswick
Rutgers,1908,3,5,1,,Rutgers University-New Brunswick
Rutgers,1907,3,5,1,,Rutgers University-New Brunswick
Rutgers,1906,5,2,2,,Rutgers University-New Brunswick
Rutgers,1905,3,6,NA,,Rutgers University-New Brunswick
Rutgers,1904,1,6,2,,Rutgers University-New Brunswick
Rutgers,1903,4,4,1,,Rutgers University-New Brunswick
Rutgers,1902,3,7,NA,,Rutgers University-New Brunswick
Rutgers,1901,0,7,NA,,Rutgers University-New Brunswick
Rutgers,1900,4,4,NA,,Rutgers University-New Brunswick
Rutgers,1899,2,9,NA,,Rutgers University-New Brunswick
Rutgers,1898,1,6,1,,Rutgers University-New Brunswick
Rutgers,1897,2,6,NA,,Rutgers University-New Brunswick
Rutgers,1896,6,6,NA,,Rutgers University-New Brunswick
Rutgers,1895,3,4,NA,,Rutgers University-New Brunswick
Rutgers,1894,4,6,NA,,Rutgers University-New Brunswick
Rutgers,1893,0,4,NA,,Rutgers University-New Brunswick
Rutgers,1892,3,5,1,,Rutgers University-New Brunswick
Rutgers,1891,8,6,NA,,Rutgers University-New Brunswick
Rutgers,1890,5,5,1,,Rutgers University-New Brunswick
Rutgers,1889,1,4,NA,,Rutgers University-New Brunswick
Rutgers,1888,1,7,1,,Rutgers University-New Brunswick
Rutgers,1887,2,6,NA,,Rutgers University-New Brunswick
Rutgers,1886,1,3,NA,,Rutgers University-New Brunswick
Rutgers,1885,0,1,NA,,Rutgers University-New Brunswick
Rutgers,1884,3,4,NA,,Rutgers University-New Brunswick
Rutgers,1883,1,6,NA,,Rutgers University-New Brunswick
Rutgers,1882,6,4,NA,,Rutgers University-New Brunswick
Rutgers,1881,2,3,1,,Rutgers University-New Brunswick
Rutgers,1880,1,2,NA,,Rutgers University-New Brunswick
Rutgers,1879,2,1,2,,Rutgers University-New Brunswick
Rutgers,1878,1,2,1,,Rutgers University-New Brunswick
Rutgers,1877,1,2,NA,,Rutgers University-New Brunswick
Rutgers,1876,1,0,NA,,Rutgers University-New Brunswick
Rutgers,1875,1,1,1,,Rutgers University-New Brunswick
Rutgers,1874,1,3,NA,,Rutgers University-New Brunswick
Rutgers,1873,1,2,NA,,Rutgers University-New Brunswick
Rutgers,1872,1,1,1,,Rutgers University-New Brunswick
Rutgers,1870,1,1,NA,,Rutgers University-New Brunswick
Rutgers,1869,1,1,NA,,Rutgers University-New Brunswick
Saint_Louis,1973,2,4,NA,(Insufficient Major Opponents),NA
Saint_Louis,1972,1,4,NA,(Insufficient Major Opponents),NA
Saint_Louis,1971,2,4,1,(Insufficient Major Opponents),NA
Saint_Louis,1970,7,0,NA,(Insufficient Major Opponents),NA
Saint_Louis,1969,7,0,NA,(Insufficient Major Opponents),NA
Saint_Louis,1968,4,0,NA,(Insufficient Major Opponents),NA
Saint_Louis,1949,2,6,1,,NA
Saint_Louis,1948,4,7,NA,,NA
