UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,LOCALE2,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,PRGMOFR,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,MDCOST_ALL,MDEARN_ALL,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,MD_EARN_WNE_P10,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP
147767,00173900,Northwestern University,Evanston,2007,8549,1,1,4,3,NA,NA,NA,NA,11642,0.8828,NA,1548,10776,10776,2026,2610,1,NA,NA,0.5301,0.4699,0.2956,1399,31,0.9617,0.9291,64100,35429,35429,NA,NA,NA,NA,2
150136,00178600,Ball State University,Muncie,2007,16422,1,1,4,3,NA,NA,NA,NA,6231,0.801,NA,930,7240,NA,2576,NA,1,NA,NA,0.5168,0.4832,0.72,1038,22,0.7578,0.5851,39500,7212,18280,NA,NA,NA,NA,2
151351,00180900,Indiana University-Bloomington,Bloomington,2007,29734,1,1,4,3,NA,NA,NA,NA,9124,0.8245,NA,758,7474,NA,3024,NA,1,NA,NA,0.5105,0.4895,0.698,1152,26,0.8879,0.7155,46400,7837,22316,NA,NA,NA,NA,2
152080,00184000,University of Notre Dame,Notre Dame,2007,8369,1,1,4,3,NA,NA,NA,NA,10420,0.9063,NA,850,9290,NA,1400,NA,1,NA,NA,0.4679,0.5321,0.2447,1422,33,0.972,0.9548,71800,35187,35187,NA,NA,NA,NA,2
152390,00183600,Saint Mary's College,Notre Dame,2007,1591,1,1,3,3,NA,NA,NA,NA,6339,0.9514,NA,1150,8675,NA,1700,NA,1,NA,NA,1,0,0.8126,1127,25,0.8638,0.75,48600,26875,26875,NA,NA,NA,NA,2
153269,00186000,Drake University,Des Moines,2007,3362,1,1,4,4,NA,NA,NA,NA,7318,0.6134,NA,900,6920,6920,3500,3500,1,NA,NA,0.5681,0.4319,0.7835,1201,27,0.863,0.7338,53200,23692,23692,NA,NA,NA,NA,2
153384,00186800,Grinnell College,Grinnell,2007,1623,1,1,3,4,NA,NA,NA,NA,8135,0.8942,NA,750,8030,NA,1300,NA,1,NA,NA,0.533,0.467,0.4514,1357,31,0.9432,0.8652,45600,33910,33910,NA,NA,NA,NA,2
153603,00186900,Iowa State University,Ames,2007,21004,1,1,4,4,NA,NA,NA,NA,8311,0.8279,NA,978,6715,8145,3312,5321,1,NA,NA,0.4313,0.5687,0.9004,1133,25,0.8487,0.6579,48600,6161,16919,NA,NA,NA,NA,2
153658,00189200,University of Iowa,Iowa City,2007,20207,1,1,4,4,NA,NA,NA,NA,9634,0.8823,NA,960,7250,7250,3360,3360,1,NA,NA,0.5231,0.4769,0.8318,1149,25,0.8268,0.6585,49200,6293,19465,NA,NA,NA,NA,2
155317,00194800,University of Kansas,Lawrence,2007,20474,1,1,4,4,NA,NA,NA,NA,8596,0.7623,NA,750,6144,6230,3820,3820,1,NA,NA,0.4999,0.5001,0.7689,1125,25,0.7936,0.5974,47000,6600,16107,NA,NA,NA,NA,2
155399,00192800,Kansas State University,Manhattan,2007,18235,1,1,4,4,NA,NA,NA,NA,7333,0.8542,NA,1126,5912,5065,3376,3376,1,NA,NA,0.4837,0.5163,0.8299,1050,23,0.7901,0.5828,44000,6235,15970,NA,NA,NA,NA,2
155900,00194000,Southwestern College,Winfield,2007,1415,1,1,4,4,NA,NA,NA,NA,5141,0.3194,NA,600,5622,NA,4946,NA,1,NA,NA,0.4636,0.5364,0.6733,1018,22,0.65,0.4504,46600,17820,17820,NA,NA,NA,NA,2
157085,00198900,University of Kentucky,Lexington,2007,18424,1,1,4,5,NA,NA,NA,NA,8371,0.7738,NA,800,8200,8000,2100,2100,1,NA,NA,0.5111,0.4889,0.8054,1096,24,0.7637,0.6155,45300,7096,14896,NA,NA,NA,NA,2
157289,00199900,University of Louisville,Louisville,2007,14101,1,1,4,5,NA,NA,NA,NA,8219,0.6298,NA,800,5722,5722,5391,5391,1,NA,NA,0.5169,0.4831,0.708,1112,24,0.7795,0.4368,40400,6940,17734,NA,NA,NA,NA,2
157951,00200200,Western Kentucky University,Bowling Green,2007,15502,1,1,4,5,NA,NA,NA,NA,6262,0.6315,NA,800,5694,NA,1600,NA,1,NA,NA,0.5777,0.4223,0.9573,988,21,0.7284,0.4473,36000,6416,15470,NA,NA,NA,NA,2
159391,00201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,2007,23063,1,1,4,5,NA,NA,NA,NA,8086,0.8838,NA,1500,6852,11354,2668,3162,1,NA,NA,0.5135,0.4865,0.7356,1167,26,0.8474,0.5988,47700,4543,12843,NA,NA,NA,NA,2
159647,00200800,Louisiana Tech University,Ruston,2007,7960,1,1,4,5,NA,NA,NA,NA,6409,0.777,NA,1800,4470,NA,3282,NA,2,NA,NA,0.4751,0.5249,0.657,1050,23,0.7151,0.4746,41700,4622,9932,NA,NA,NA,NA,2
159993,00202000,University of Louisiana at Monroe,Monroe,2007,7246,1,1,4,5,NA,NA,NA,NA,6026,0.8384,NA,1200,5546,NA,2667,NA,1,NA,NA,0.6301,0.3699,0.8238,1009,22,0.6625,0.3193,35200,3607,9559,NA,NA,NA,NA,2
160658,00203100,University of Louisiana at Lafayette,Lafayette,2007,14449,1,1,4,5,NA,NA,NA,NA,7181,0.7978,NA,1200,3820,7701,2667,3161,1,NA,NA,0.5745,0.4255,0.7023,1030,22,0.7458,0.4094,36400,3402,9582,NA,NA,NA,NA,2
160755,00202900,Tulane University of Louisiana,New Orleans,2007,6387,1,1,4,5,NA,NA,NA,NA,7494,0.515,NA,900,8690,NA,900,NA,1,NA,NA,0.5353,0.4647,0.4436,1289,29,0.8706,0.7632,55100,36610,36610,NA,NA,NA,NA,2
163286,00210300,University of Maryland-College Park,College Park,2007,25295,1,1,4,2,NA,NA,NA,NA,10412,0.7309,NA,1025,8854,NA,3024,NA,1,NA,NA,0.4829,0.5171,0.4704,1275,NA,0.926,0.7987,59700,7969,22208,NA,NA,NA,NA,2
164155,00210100,United States Naval Academy,Annapolis,2007,4441,1,1,3,0,NA,NA,NA,NA,11970,0.879,NA,1000,0,NA,0,NA,1,NA,NA,0.2056,0.7944,0.1182,1255,NA,0.9538,0.8249,NA,0,0,NA,NA,NA,NA,2
164924,00212800,Boston College,Chestnut Hill,2007,9399,1,1,4,1,NA,NA,NA,NA,11000,0.5784,NA,650,11060,7700,1000,1000,1,NA,NA,0.5155,0.4845,0.2728,1332,30,0.9579,0.9123,68100,35674,35674,NA,NA,NA,NA,2
164988,00213000,Boston University,Boston,2007,16673,1,1,4,1,NA,NA,NA,NA,9715,0.6026,NA,840,10950,10950,1692,1692,1,NA,NA,0.6003,0.3997,0.5833,1263,27,0.9083,0.8159,59900,35418,35418,NA,NA,NA,NA,2
166027,00215500,Harvard University,Cambridge,2007,7081,1,1,4,1,NA,NA,NA,NA,14742,0.8067,NA,1000,10622,10622,1930,1930,1,NA,NA,0.4996,0.5004,0.0884,1491,33,0.9636,0.9676,87000,34998,34998,NA,NA,NA,NA,2
166124,00214100,College of the Holy Cross,Worcester,2007,2817,1,1,3,1,NA,NA,NA,NA,8066,0.8459,NA,700,9960,NA,900,NA,3,NA,NA,0.5573,0.4427,0.3299,NA,NA,0.9441,0.9233,65100,35142,35142,NA,NA,NA,NA,2
166629,00222100,University of Massachusetts-Amherst,Amherst,2007,19621,1,1,4,1,NA,NA,NA,NA,9250,0.8228,NA,1000,7478,NA,1400,NA,1,NA,NA,0.497,0.503,0.6565,1134,25,0.837,0.661,50300,9921,20499,NA,NA,NA,NA,2
169248,00224300,Central Michigan University,Mount Pleasant,2007,19632,1,1,4,3,NA,NA,NA,NA,7094,0.5529,NA,1000,7236,NA,2010,NA,1,NA,NA,0.5611,0.4389,0.7329,1031,22,0.7596,0.5717,42900,9120,21210,NA,NA,NA,NA,2
169716,00232300,University of Detroit Mercy,Detroit,2007,2991,1,1,4,3,NA,NA,NA,NA,7181,1,NA,1420,7930,9464,4090,5224,1,NA,NA,0.6653,0.3347,0.6292,1056,23,0.7792,0.5244,44200,25620,25620,NA,NA,NA,NA,2
169798,00225900,Eastern Michigan University,Ypsilanti,2007,17631,1,1,4,3,NA,NA,NA,NA,7308,0.6387,NA,900,6942,4614,1700,2100,1,NA,NA,0.5851,0.4149,0.7921,995,21,0.7077,0.388,41400,7490,19925,NA,NA,NA,NA,2
170976,00232500,University of Michigan-Ann Arbor,Ann Arbor,2007,25916,1,1,4,3,NA,NA,NA,NA,9199,0.7914,NA,1020,8190,8190,2000,2000,1,NA,NA,0.5013,0.4987,0.5032,1308,29,0.961,0.8827,58800,10447,31301,NA,NA,NA,NA,2
171100,00229000,Michigan State University,East Lansing,2007,35772,1,1,4,3,NA,NA,NA,NA,9196,0.8757,NA,906,6726,NA,1436,NA,1,NA,NA,0.5325,0.4675,0.7383,1143,25,0.9108,0.7421,49800,9690,23550,NA,NA,NA,NA,2
172699,00233000,Western Michigan University,Kalamazoo,2007,19572,1,1,4,3,NA,NA,NA,NA,7566,0.6558,NA,925,7042,6994,3072,3598,1,NA,NA,0.5008,0.4992,0.8629,1050,23,0.7505,0.5357,45500,7260,16806,NA,NA,NA,NA,2
174066,00396900,University of Minnesota-Twin Cities,Minneapolis,2007,28703,1,1,4,4,NA,NA,NA,NA,9651,0.8468,NA,976,7456,7456,2128,2128,1,NA,NA,0.5292,0.4708,0.568,1212,27,0.8768,0.6336,48400,9598,21228,NA,NA,NA,NA,2
176017,00244000,University of Mississippi,University,2007,12597,1,2,4,5,NA,NA,NA,NA,7502,0.825,NA,1100,6578,NA,3874,NA,1,NA,NA,0.5244,0.4756,0.8388,1064,23,0.8048,0.5329,45300,4932,11436,NA,NA,NA,NA,2
176080,00242300,Mississippi State University,Mississippi State,2007,13208,1,1,4,5,NA,NA,NA,NA,7312,0.8434,NA,1000,6951,6951,3108,3108,1,NA,NA,0.4735,0.5265,0.6361,1085,24,0.835,0.5821,42400,4978,11469,NA,NA,NA,NA,2
176372,00244100,University of Southern Mississippi,Hattiesburg,2007,11924,1,1,4,5,NA,NA,NA,NA,6554,0.802,NA,1000,5040,6800,3000,3500,1,NA,NA,0.605,0.395,0.5757,1011,22,0.7338,0.4762,39700,4914,11692,NA,NA,NA,NA,2
178396,00251600,University of Missouri-Columbia,Columbia,2007,21386,1,1,4,4,NA,NA,NA,NA,7379,0.6133,NA,980,7170,NA,2860,NA,1,NA,NA,0.5189,0.4811,0.7806,1168,26,0.8464,0.6724,47100,7603,17549,NA,NA,NA,NA,2
179867,00252000,Washington University in St Louis,Saint Louis,2007,6467,1,1,4,4,NA,NA,NA,NA,11129,0.6078,NA,1160,11252,NA,1860,NA,1,NA,NA,0.5018,0.4982,0.1733,1429,32,0.9706,0.9208,61300,35524,35524,NA,NA,NA,NA,2
180461,00253200,Montana State University,Bozeman,2007,10389,1,1,4,7,NA,NA,NA,NA,6686,0.8187,NA,1050,6780,NA,2750,NA,1,NA,NA,0.4549,0.5451,0.6602,1107,24,0.7142,0.4767,40400,5749,16274,NA,NA,NA,NA,2
180489,00253600,The University of Montana,Missoula,2007,11097,1,1,4,7,NA,NA,NA,NA,6499,0.7004,NA,850,6026,NA,3700,NA,1,NA,NA,0.5383,0.4617,0.9537,1056,23,0.7165,0.4218,35800,5141,15504,NA,NA,NA,NA,2
181002,00254200,Creighton University,Omaha,2007,4007,1,1,4,4,NA,NA,NA,NA,7508,0.6786,NA,1000,8180,NA,2400,NA,1,NA,NA,0.6012,0.3988,0.8133,1215,27,0.8595,0.7513,54500,26634,26634,NA,NA,NA,NA,2
181464,00256500,University of Nebraska-Lincoln,Lincoln,2007,18053,1,2,4,4,NA,NA,NA,NA,8362,0.777,NA,950,6523,6308,2940,2940,1,NA,NA,0.4608,0.5392,0.6228,1149,25,0.829,0.6339,45600,6216,16236,NA,NA,NA,NA,2
182281,00256900,University of Nevada-Las Vegas,Las Vegas,2007,20979,1,1,4,8,NA,NA,NA,NA,8857,0.9806,NA,850,9288,NA,2500,NA,2,NA,NA,0.5582,0.4418,0.6791,1017,22,0.7464,0.4059,46700,4201,15011,NA,NA,NA,NA,2
182290,00256800,University of Nevada-Reno,Reno,2007,12670,1,1,4,8,NA,NA,NA,NA,8878,0.9307,NA,1300,9399,8979,4993,6213,1,NA,NA,0.5335,0.4665,0.8779,1047,23,0.7852,0.4627,50200,4128,14938,NA,NA,NA,NA,2
182670,00257300,Dartmouth College,Hanover,2007,4085,1,1,4,1,NA,NA,NA,NA,10097,0.8003,NA,1412,10305,NA,1341,NA,1,NA,NA,0.5018,0.4982,0.1568,1441,31,0.9759,0.9348,70800,35178,35178,NA,NA,NA,NA,2
186131,00262700,Princeton University,Princeton,2007,4833,1,1,4,2,NA,NA,NA,NA,13867,0.8365,NA,1145,10980,NA,2850,NA,1,NA,NA,0.4674,0.5326,0.097,1477,32,0.9748,0.951,80900,33000,33000,NA,NA,NA,NA,2
186380,00262900,Rutgers University-New Brunswick,New Brunswick,2007,26479,1,3,4,2,NA,NA,NA,NA,10437,0.6471,NA,925,9762,14100,2282,3254,1,NA,NA,0.4907,0.5093,0.5629,1185,NA,0.9042,0.7307,58100,10686,19854,NA,NA,NA,NA,2
187985,00266300,University of New Mexico-Main Campus,Albuquerque,2007,18239,1,5,4,6,NA,NA,NA,NA,8023,0.5523,NA,883,6800,6520,3284,4402,1,NA,NA,0.5699,0.4301,0.7093,1037,22,0.766,0.4425,38000,4571,14942,NA,NA,NA,NA,2
188030,00265700,New Mexico State University-Main Campus,Las Cruces,2007,13219,1,5,4,6,NA,NA,NA,NA,6981,0.8005,NA,918,7346,7346,3578,3578,1,NA,NA,0.5547,0.4453,0.8517,956,20,0.7278,0.451,38200,4452,14180,NA,NA,NA,NA,2
188207,03076100,Southwestern College,Santa Fe,2007,NA,1,1,4,6,NA,NA,NA,NA,4051,0.1481,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190099,00270100,Colgate University,Hamilton,2007,2800,1,1,4,2,NA,NA,NA,NA,9545,1,NA,1005,9170,NA,875,NA,1,NA,NA,0.5218,0.4782,0.0852,1344,31,0.9355,0.8986,63900,37660,37660,NA,NA,NA,NA,2
190150,00270700,Columbia University in the City of New York,New York,2007,7285,1,1,4,2,NA,NA,NA,NA,11935,0.6318,NA,1000,9937,NA,1100,NA,1,NA,NA,0.4909,0.5091,0.1157,1423,31,0.974,0.9278,74300,37223,37223,NA,NA,NA,NA,2
190415,00271100,Cornell University,Ithaca,2007,13455,1,1,4,2,NA,NA,NA,NA,11430,0.9015,NA,720,11190,11190,1460,1460,1,NA,NA,0.4892,0.5108,0.214,1385,30,0.9639,0.9176,70300,34781,34781,NA,NA,NA,NA,2
191241,00272200,Fordham University,Bronx,2007,7541,1,2,4,2,NA,NA,NA,NA,9825,1,NA,820,12300,12300,2270,2270,1,NA,NA,0.5713,0.4287,0.4212,1229,27,0.8998,0.7963,59500,32720,32720,NA,NA,NA,NA,2
192703,00275800,Manhattan College,Riverdale,2007,2984,1,1,4,2,NA,NA,NA,NA,8088,0.5152,NA,1100,9300,9000,1800,1700,1,NA,NA,0.4899,0.5101,0.5465,1120,25,0.8803,0.6851,64800,22840,22840,NA,NA,NA,NA,2
193900,00278500,New York University,New York,2007,20899,1,1,4,2,NA,NA,NA,NA,10953,0.4233,NA,700,12200,11850,1000,1000,1,NA,NA,0.6155,0.3845,0.3668,1333,30,0.9186,0.8501,58700,35290,35290,NA,NA,NA,NA,2
196088,00283700,University at Buffalo,Buffalo,2007,18470,1,1,4,2,NA,NA,NA,NA,9349,0.5928,NA,826,8620,9132,631,1280,1,NA,NA,0.4604,0.5396,0.5166,1149,25,0.865,0.6127,51500,6218,12478,NA,NA,NA,NA,2
196413,00288200,Syracuse University,Syracuse,2007,12648,1,1,4,2,NA,NA,NA,NA,8921,0.6232,NA,1230,10940,NA,1424,NA,1,NA,NA,0.5562,0.4438,0.5065,1216,27,0.9092,0.8155,57800,31686,31686,NA,NA,NA,NA,2
197036,00289300,United States Military Academy,West  Point,2007,4487,1,1,3,0,NA,NA,NA,NA,7945,0.9863,NA,0,0,NA,0,NA,1,NA,NA,0.1511,0.8489,0.1501,1237,28,0.917,0.8133,NA,0,0,NA,NA,NA,NA,2
197869,00290600,Appalachian State University,Boone,2007,13763,1,1,4,5,NA,NA,NA,NA,7272,0.9621,NA,600,5990,NA,2450,NA,1,NA,NA,0.5046,0.4954,0.6858,1118,23,0.8558,0.6257,41300,4241,13983,NA,NA,NA,NA,2
198385,00291800,Davidson College,Davidson,2007,1666,1,1,3,5,NA,NA,NA,NA,9864,0.9382,NA,1000,9020,NA,1706,NA,1,NA,NA,0.5048,0.4952,0.2824,1349,30,0.961,0.9269,58100,31794,31794,NA,NA,NA,NA,2
198419,00292000,Duke University,Durham,2007,6260,1,1,4,5,NA,NA,NA,NA,11246,0.9508,NA,1050,9609,NA,1804,NA,1,NA,NA,0.4845,0.5155,0.227,1427,32,0.9673,0.9356,73000,35512,35512,NA,NA,NA,NA,2
198464,00292300,East Carolina University,Greenville,2007,19651,1,1,4,5,NA,NA,NA,NA,7177,0.9662,NA,900,7150,7150,3000,3000,1,NA,NA,0.5908,0.4092,0.7705,1019,20,0.7719,0.5446,43100,4368,14882,NA,NA,NA,NA,2
199120,00297400,University of North Carolina at Chapel Hill,Chapel Hill,2007,17138,1,1,4,5,NA,NA,NA,NA,10761,0.9082,NA,1000,7090,8166,2320,1960,1,NA,NA,0.5877,0.4123,0.3415,1285,28,0.9645,0.8256,50200,5340,20988,NA,NA,NA,NA,2
199193,00297200,North Carolina State University at Raleigh,Raleigh,2007,22070,1,1,4,5,NA,NA,NA,NA,8943,0.9314,NA,930,7370,7979,1780,2280,1,NA,NA,0.4297,0.5703,0.6145,1172,24,0.8653,0.6929,51000,5117,17315,NA,NA,NA,NA,2
199847,00297800,Wake Forest University,Winston-Salem,2007,4405,1,1,4,5,NA,NA,NA,NA,9217,0.7986,NA,850,9500,NA,2000,NA,1,NA,NA,0.5078,0.4922,0.4237,1320,29,0.9358,0.8917,59900,34330,34330,NA,NA,NA,NA,2
200800,00312300,University of Akron Main Campus,Akron,2007,17990,1,2,4,3,NA,NA,NA,NA,7291,0.459,NA,900,8003,9620,2504,3034,-2,NA,NA,0.4944,0.5056,NA,NA,NA,0.6768,0.3557,36100,8382,17631,NA,NA,NA,NA,1
201441,00301800,Bowling Green State University-Main Campus,Bowling Green,2007,15391,1,2,4,3,NA,NA,NA,NA,6597,0.7698,NA,1140,6878,NA,3078,NA,1,NA,NA,0.54,0.46,0.8752,1012,22,0.7595,0.5682,41900,9060,16368,NA,NA,NA,NA,2
201885,00312500,University of Cincinnati-Main Campus,Cincinnati,2007,19796,1,3,4,3,NA,NA,NA,NA,7769,0.4854,NA,1225,8799,8799,5730,5730,1,NA,NA,0.5066,0.4934,0.7597,1109,24,0.8185,0.4276,42000,9399,23932,NA,NA,NA,NA,2
202480,00312700,University of Dayton,Dayton,2007,7154,1,1,4,3,NA,NA,NA,NA,7737,0.5951,NA,800,7600,NA,2100,NA,1,NA,NA,0.4932,0.5068,0.8186,1162,26,0.8715,0.7633,54400,25950,25950,NA,NA,NA,NA,2
203517,00305100,Kent State University at Kent,Kent,2007,17674,1,8,4,3,NA,NA,NA,NA,6940,0.8175,NA,1140,7200,NA,4250,NA,1,NA,NA,0.5878,0.4122,0.8427,993,21,0.7298,0.4908,37500,8430,15862,NA,NA,NA,NA,2
204024,00307700,Miami University-Oxford,Oxford,2007,14513,1,3,4,3,NA,NA,NA,NA,7647,0.7527,NA,1140,8600,NA,4144,NA,1,NA,NA,0.537,0.463,0.7534,1194,26,0.8943,0.8029,48200,10554,24381,NA,NA,NA,NA,2
204796,00309000,Ohio State University-Main Campus,Columbus,2007,37848,1,6,4,3,NA,NA,NA,NA,9653,0.7155,NA,1317,8172,NA,4110,NA,1,NA,NA,0.4645,0.5355,0.5903,1227,27,0.9246,0.7139,43000,8676,21285,NA,NA,NA,NA,2
204857,00310000,Ohio University-Main Campus,Athens,2007,17114,1,6,4,3,NA,NA,NA,NA,7409,0.728,NA,870,8427,NA,3609,NA,1,NA,NA,0.5057,0.4943,0.8201,1088,24,0.784,0.7065,40900,8907,17871,NA,NA,NA,NA,2
206084,00313100,University of Toledo,Toledo,2007,15761,1,2,4,3,NA,NA,NA,NA,7158,0.6602,NA,750,8641,6568,3327,4156,-2,NA,NA,0.4849,0.5151,NA,NA,NA,0.6835,0.441,38700,7982,16794,NA,NA,NA,NA,1
206622,00314400,Xavier University,Cincinnati,2007,3814,1,1,4,3,NA,NA,NA,NA,6877,0.4858,NA,900,8950,8950,1200,600,1,NA,NA,0.5635,0.4365,0.7341,1179,26,0.8844,0.7962,50800,25270,25270,NA,NA,NA,NA,2
207388,00317000,Oklahoma State University-Main Campus,Stillwater,2007,18454,1,1,4,6,NA,NA,NA,NA,7315,0.868,NA,940,6267,NA,4090,NA,1,NA,NA,0.4926,0.5074,0.8809,1124,25,0.7998,0.5767,45300,5491,14916,NA,NA,NA,NA,2
207500,00318400,University of Oklahoma-Norman Campus,Norman,2007,19498,1,2,4,6,NA,NA,NA,NA,8039,0.8124,NA,1110,7058,NA,4538,NA,1,NA,NA,0.4873,0.5127,0.8248,1167,26,0.835,0.6244,46400,6507,15621,NA,NA,NA,NA,2
207971,00318500,University of Tulsa,Tulsa,2007,2920,1,1,4,6,NA,NA,NA,NA,8116,0.8132,NA,1200,7504,NA,3942,NA,1,NA,NA,0.4812,0.5188,0.511,1241,27,0.8155,0.6332,45800,22195,22195,NA,NA,NA,NA,2
209542,00321000,Oregon State University,Corvallis,2007,15842,1,2,4,8,NA,NA,NA,NA,7136,0.7623,NA,1485,7566,7566,2403,2403,1,NA,NA,0.4676,0.5324,0.924,1074,23,0.8163,0.6083,49100,5911,18187,NA,NA,NA,NA,2
209551,00322300,University of Oregon,Eugene,2007,16422,1,1,4,8,NA,NA,NA,NA,7362,0.7029,NA,1050,7848,7848,2376,2376,1,NA,NA,0.5225,0.4775,0.8808,1105,NA,0.8365,0.6527,44000,6174,19338,NA,NA,NA,NA,2
211291,00323800,Bucknell University,Lewisburg,2007,3495,1,1,4,2,NA,NA,NA,NA,8497,0.997,NA,750,8052,NA,1000,NA,1,NA,NA,0.5093,0.4907,0.2989,1311,29,0.9371,0.8949,71900,38134,38134,NA,NA,NA,NA,2
211440,00324200,Carnegie Mellon University,Pittsburgh,2007,5591,1,1,4,2,NA,NA,NA,NA,10890,0.821,NA,966,9660,NA,1335,NA,1,NA,NA,0.3854,0.6146,0.28,1381,30,0.955,0.8679,75800,37354,37354,NA,NA,NA,NA,2
212106,00325800,Duquesne University,Pittsburgh,2007,5568,1,1,4,2,NA,NA,NA,NA,7643,1,NA,600,8546,8546,1150,1150,1,NA,NA,0.5758,0.4242,0.743,1114,24,0.8608,0.7347,54900,23950,23950,NA,NA,NA,NA,2
213385,00328400,Lafayette College,Easton,2007,2366,1,1,3,2,NA,NA,NA,NA,9090,0.8537,NA,850,10377,NA,1000,NA,1,NA,NA,0.4763,0.5237,0.3495,1277,28,0.9508,0.8939,72200,33811,33811,NA,NA,NA,NA,2
215062,00337800,University of Pennsylvania,Philadelphia,2007,10856,1,1,4,2,NA,NA,NA,NA,14180,0.889,NA,1000,10208,NA,1956,NA,1,NA,NA,0.5012,0.4988,0.1602,1414,31,0.9807,0.9478,77100,35916,35916,NA,NA,NA,NA,2
215293,00337900,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,2007,16798,1,5,4,2,NA,NA,NA,NA,8137,0.7362,NA,1000,8300,8300,2760,2600,1,NA,NA,0.5098,0.4902,0.5584,1221,27,0.8996,0.7512,46900,12876,22386,NA,NA,NA,NA,2
216339,00337100,Temple University,Philadelphia,2007,24861,1,1,4,2,NA,NA,NA,NA,9138,0.4738,NA,1000,8518,9464,3900,3900,1,NA,NA,0.5485,0.4515,0.6915,1077,23,0.8537,0.5977,48600,10802,19320,NA,NA,NA,NA,2
216597,00338800,Villanova University,Villanova,2007,6949,1,1,4,2,NA,NA,NA,NA,8538,0.597,NA,950,9810,9810,1500,1500,1,NA,NA,0.5133,0.4867,0.4156,1287,29,0.937,0.8751,75600,34900,34900,NA,NA,NA,NA,2
216667,00338900,Washington & Jefferson College,Washington,2007,1514,1,1,3,2,NA,NA,NA,NA,6491,0.6835,NA,800,8030,NA,900,NA,1,NA,NA,0.4723,0.5277,0.3428,1152,25,0.8352,0.705,52300,29532,29532,NA,NA,NA,NA,2
217156,00340100,Brown University,Providence,2007,5813,1,1,4,1,NA,NA,NA,NA,11053,0.8845,NA,1184,9606,NA,1528,NA,1,NA,NA,0.5195,0.4805,0.1398,1414,31,0.9782,0.9484,63800,36342,36342,NA,NA,NA,NA,2
217864,00342300,Citadel Military College of South Carolina,Charleston,2007,2209,1,1,4,5,NA,NA,NA,NA,7094,1,NA,5470,5390,NA,1000,NA,1,NA,NA,0.0693,0.9307,0.7474,1083,22,0.8101,0.6525,55300,7735,19291,NA,NA,NA,NA,2
217882,00342500,Clemson University,Clemson,2007,14173,1,1,4,5,NA,NA,NA,NA,8060,0.8592,NA,924,6170,NA,4220,NA,1,NA,NA,0.4543,0.5457,0.5468,1214,27,0.9007,0.783,50200,10370,22300,NA,NA,NA,NA,2
218070,00343400,Furman University,Greenville,2007,2737,1,1,4,5,NA,NA,NA,NA,7864,0.8897,NA,850,8064,NA,1876,NA,2,NA,NA,0.5616,0.4384,0.5552,1275,28,0.9001,0.8324,50200,31560,31560,NA,NA,NA,NA,2
218663,00344800,University of South Carolina-Columbia,Columbia,2007,18497,1,1,4,5,NA,NA,NA,NA,8174,0.7176,NA,900,6946,NA,3875,NA,1,NA,NA,0.5452,0.4548,0.6297,1162,26,0.8697,0.6281,44500,8346,21632,NA,NA,NA,NA,2
218724,00345100,Coastal Carolina University,Conway,2007,6851,1,1,4,5,NA,NA,NA,NA,6390,0.6226,NA,1014,6680,7412,4218,4266,1,NA,NA,0.5255,0.4745,0.6816,1032,21,0.7112,0.4393,37900,7600,16590,NA,NA,NA,NA,2
220862,00350900,University of Memphis,Memphis,2007,15264,1,1,4,5,NA,NA,NA,NA,7270,0.6196,NA,1000,6433,5433,3973,3973,1,NA,NA,0.62,0.38,0.6616,1032,22,0.731,0.3443,39500,5802,16630,NA,NA,NA,NA,2
220978,00351000,Middle Tennessee State University,Murfreesboro,2007,20784,1,1,4,5,NA,NA,NA,NA,6652,0.7207,NA,1000,6204,7670,2500,2500,1,NA,NA,0.5252,0.4748,0.392,1010,22,0.7009,0.4373,37800,5278,15554,NA,NA,NA,NA,2
221759,00353000,The University of Tennessee-Knoxville,Knoxville,2007,21001,1,1,4,5,NA,NA,NA,NA,8152,0.8264,NA,1288,6358,6750,5006,5006,1,NA,NA,0.5064,0.4936,0.7147,1178,26,0.8395,0.578,44300,5932,18174,NA,NA,NA,NA,2
221999,00353500,Vanderbilt University,Nashville,2007,6496,1,1,4,5,NA,NA,NA,NA,10641,0.7798,NA,1140,11446,NA,1970,NA,1,NA,NA,0.5254,0.4746,0.3282,1386,31,0.9566,0.9093,62600,35278,35278,NA,NA,NA,NA,2
223232,00354500,Baylor University,Waco,2007,11870,1,1,4,6,NA,NA,NA,NA,7598,0.8364,NA,1548,7306,NA,3880,NA,1,NA,NA,0.5846,0.4154,0.4401,1195,26,0.8568,0.7168,50000,24645,24645,NA,NA,NA,NA,2
